Interest Rate,,,,(Unit : %)
Date,1Y,10Y,30Y,40Y
1/15/13,0.08,0.773,1.989,2.158
1/16/13,0.08,0.754,1.956,2.127
1/17/13,0.08,0.742,1.964,2.139
1/18/13,0.079,0.759,1.989,2.167
1/21/13,0.079,0.745,1.958,2.145
1/22/13,0.078,0.742,1.963,2.151
1/23/13,0.088,0.741,1.953,2.138
1/24/13,0.087,0.742,1.967,2.154
1/25/13,0.08,0.733,1.985,2.172
1/28/13,0.086,0.758,1.985,2.17
1/29/13,0.086,0.777,1.985,2.167
1/30/13,0.085,0.787,1.994,2.173
1/31/13,0.075,0.763,1.975,2.157
2/1/13,0.075,0.783,1.977,2.159
2/4/13,0.073,0.817,1.994,2.175
2/5/13,0.073,0.803,1.99,2.171
2/6/13,0.063,0.784,1.99,2.171
2/7/13,0.06,0.775,1.989,2.171
2/8/13,0.059,0.769,1.982,2.162
2/12/13,0.06,0.76,1.964,2.141
2/13/13,0.06,0.751,1.957,2.133
2/14/13,0.06,0.779,1.953,2.125
2/15/13,0.07,0.761,1.936,2.109
2/18/13,0.068,0.757,1.92,2.091
2/19/13,0.067,0.754,1.916,2.078
2/20/13,0.067,0.759,1.927,2.088
2/21/13,0.066,0.754,1.94,2.092
2/22/13,0.065,0.744,1.92,2.071
2/25/13,0.063,0.724,1.907,2.059
2/26/13,0.063,0.7,1.882,2.037
2/27/13,0.062,0.686,1.867,2.021
2/28/13,0.062,0.681,1.833,1.99
3/1/13,0.061,0.678,1.794,1.95
3/4/13,0.049,0.63,1.716,1.87
3/5/13,0.048,0.656,1.762,1.903
3/6/13,0.047,0.662,1.785,1.923
3/7/13,0.046,0.666,1.813,1.937
3/8/13,0.046,0.647,1.762,1.893
3/11/13,0.043,0.652,1.783,1.915
3/12/13,0.043,0.632,1.758,1.891
3/13/13,0.042,0.623,1.744,1.878
3/14/13,0.041,0.618,1.775,1.903
3/15/13,0.05,0.615,1.771,1.891
3/18/13,0.049,0.585,1.746,1.857
3/19/13,0.049,0.591,1.733,1.843
3/21/13,0.048,0.577,1.697,1.802
3/22/13,0.048,0.562,1.651,1.757
3/25/13,0.047,0.558,1.589,1.702
3/26/13,0.046,0.544,1.62,1.735
3/27/13,0.046,0.519,1.612,1.73
3/28/13,0.046,0.514,1.594,1.711
3/29/13,0.056,0.564,1.555,1.669
4/1/13,0.06,0.565,1.586,1.699
4/2/13,0.06,0.565,1.55,1.668
4/3/13,0.06,0.555,1.559,1.671
4/4/13,0.06,0.442,1.291,1.405
4/5/13,0.08,0.534,1.279,1.368
4/8/13,0.09,0.525,1.375,1.441
4/9/13,0.1,0.531,1.438,1.487
4/10/13,0.118,0.585,1.497,1.533
4/11/13,0.109,0.555,1.545,1.566
4/12/13,0.118,0.623,1.584,1.599
4/15/13,0.11,0.648,1.64,1.652
4/16/13,0.11,0.595,1.633,1.648
4/17/13,0.11,0.604,1.668,1.696
4/18/13,0.111,0.589,1.633,1.666
4/19/13,0.111,0.584,1.581,1.625
4/22/13,0.112,0.612,1.628,1.676
4/23/13,0.112,0.589,1.606,1.659
4/24/13,0.113,0.6,1.629,1.683
4/25/13,0.113,0.585,1.637,1.697
4/26/13,0.113,0.594,1.631,1.693
4/30/13,0.115,0.611,1.623,1.687
5/1/13,0.115,0.591,1.611,1.672
5/2/13,0.105,0.563,1.611,1.672
5/7/13,0.107,0.598,1.647,1.701
5/8/13,0.108,0.598,1.66,1.714
5/9/13,0.108,0.599,1.682,1.734
5/10/13,0.109,0.7,1.725,1.779
5/13/13,0.11,0.778,1.767,1.82
5/14/13,0.11,0.853,1.784,1.845
5/15/13,0.11,0.868,1.787,1.862
5/16/13,0.11,0.843,1.792,1.876
5/17/13,0.111,0.806,1.793,1.891
5/20/13,0.111,0.849,1.818,1.911
5/21/13,0.112,0.882,1.839,1.948
5/22/13,0.112,0.886,1.868,1.974
5/23/13,0.112,0.835,1.843,1.951
5/24/13,0.113,0.842,1.835,1.943
5/27/13,0.114,0.84,1.814,1.918
5/28/13,0.114,0.905,1.832,1.934
5/29/13,0.114,0.937,1.826,1.921
5/30/13,0.115,0.889,1.805,1.897
5/31/13,0.115,0.865,1.76,1.848
6/3/13,0.11,0.809,1.728,1.814
6/4/13,0.11,0.869,1.801,1.893
6/5/13,0.1,0.85,1.822,1.913
6/6/13,0.1,0.831,1.818,1.897
6/7/13,0.1,0.846,1.801,1.883
6/10/13,0.1,0.833,1.807,1.882
6/11/13,0.1,0.866,1.819,1.89
6/12/13,0.1,0.872,1.828,1.89
6/13/13,0.1,0.858,1.819,1.874
6/14/13,0.1,0.814,1.811,1.866
6/17/13,0.101,0.834,1.816,1.869
6/18/13,0.101,0.82,1.816,1.868
6/19/13,0.101,0.81,1.841,1.892
6/20/13,0.102,0.834,1.866,1.917
6/21/13,0.102,0.872,1.883,1.933
6/24/13,0.103,0.878,1.9,1.949
6/25/13,0.103,0.864,1.859,1.912
6/26/13,0.104,0.864,1.837,1.892
6/27/13,0.104,0.836,1.829,1.887
6/28/13,0.104,0.845,1.837,1.898
7/1/13,0.105,0.879,1.876,1.938
7/2/13,0.106,0.889,1.9,1.966
7/3/13,0.106,0.88,1.901,1.966
7/4/13,0.106,0.861,1.854,1.93
7/5/13,0.107,0.855,1.863,1.942
7/8/13,0.108,0.879,1.884,1.962
7/9/13,0.108,0.867,1.871,1.953
7/10/13,0.109,0.851,1.871,1.952
7/11/13,0.109,0.818,1.851,1.932
7/12/13,0.109,0.818,1.854,1.936
7/16/13,0.11,0.824,1.859,1.942
7/17/13,0.11,0.818,1.842,1.926
7/18/13,0.11,0.805,1.842,1.926
7/19/13,0.11,0.804,1.846,1.926
7/22/13,0.11,0.792,1.838,1.918
7/23/13,0.11,0.78,1.851,1.926
7/24/13,0.11,0.777,1.859,1.93
7/25/13,0.11,0.801,1.867,1.93
7/26/13,0.11,0.792,1.839,1.902
7/29/13,0.11,0.797,1.837,1.898
7/30/13,0.106,0.797,1.826,1.886
7/31/13,0.1,0.797,1.825,1.882
8/1/13,0.1,0.797,1.826,1.884
8/2/13,0.1,0.811,1.834,1.892
8/5/13,0.1,0.778,1.826,1.885
8/6/13,0.1,0.788,1.851,1.909
8/7/13,0.1,0.76,1.838,1.897
8/8/13,0.1,0.76,1.812,1.872
8/9/13,0.1,0.759,1.808,1.867
8/12/13,0.1,0.754,1.796,1.854
8/13/13,0.1,0.74,1.779,1.837
8/14/13,0.1,0.761,1.796,1.858
8/15/13,0.1,0.752,1.817,1.886
8/16/13,0.1,0.767,1.825,1.898
8/19/13,0.1,0.773,1.825,1.902
8/20/13,0.1,0.754,1.818,1.911
8/21/13,0.1,0.744,1.817,1.911
8/22/13,0.1,0.759,1.822,1.907
8/23/13,0.1,0.774,1.83,1.911
8/26/13,0.1,0.775,1.826,1.907
8/27/13,0.1,0.756,1.813,1.895
8/28/13,0.1,0.731,1.788,1.87
8/29/13,0.1,0.72,1.766,1.85
8/30/13,0.1,0.735,1.779,1.858
9/2/13,0.1,0.756,1.792,1.87
9/3/13,0.1,0.764,1.818,1.891
9/4/13,0.1,0.768,1.826,1.899
9/5/13,0.1,0.768,1.826,1.903
9/6/13,0.1,0.784,1.843,1.919
9/9/13,0.1,0.75,1.822,1.904
9/10/13,0.1,0.731,1.8,1.888
9/11/13,0.1,0.736,1.805,1.894
9/12/13,0.1,0.724,1.796,1.877
9/13/13,0.1,0.722,1.8,1.873
9/17/13,0.1,0.712,1.787,1.857
9/18/13,0.1,0.708,1.787,1.857
9/19/13,0.1,0.674,1.749,1.82
9/20/13,0.1,0.694,1.746,1.814
9/24/13,0.097,0.675,1.72,1.789
9/25/13,0.097,0.675,1.702,1.779
9/26/13,0.097,0.695,1.72,1.789
9/27/13,0.096,0.685,1.715,1.79
9/30/13,0.095,0.685,1.716,1.792
10/1/13,0.095,0.662,1.698,1.776
10/2/13,0.09,0.647,1.66,1.731
10/3/13,0.084,0.642,1.642,1.715
10/4/13,0.084,0.657,1.651,1.719
10/7/13,0.083,0.648,1.664,1.731
10/8/13,0.083,0.657,1.68,1.748
10/9/13,0.082,0.657,1.664,1.736
10/10/13,0.08,0.657,1.652,1.728
10/11/13,0.08,0.658,1.664,1.74
10/15/13,0.08,0.668,1.686,1.762
10/16/13,0.08,0.644,1.665,1.74
10/17/13,0.08,0.635,1.661,1.736
10/18/13,0.08,0.625,1.639,1.715
10/21/13,0.08,0.63,1.648,1.724
10/22/13,0.08,0.626,1.635,1.707
10/23/13,0.08,0.611,1.608,1.682
10/24/13,0.08,0.616,1.629,1.703
10/25/13,0.087,0.621,1.651,1.725
10/28/13,0.086,0.622,1.647,1.724
10/29/13,0.086,0.616,1.66,1.732
10/30/13,0.09,0.597,1.639,1.712
10/31/13,0.09,0.603,1.651,1.72
11/1/13,0.09,0.603,1.666,1.736
11/5/13,0.09,0.614,1.669,1.741
11/6/13,0.09,0.619,1.665,1.736
11/7/13,0.09,0.599,1.652,1.725
11/8/13,0.09,0.594,1.634,1.712
11/11/13,0.09,0.595,1.63,1.711
11/12/13,0.09,0.604,1.643,1.716
11/13/13,0.09,0.609,1.647,1.72
11/14/13,0.09,0.605,1.652,1.729
11/15/13,0.09,0.639,1.674,1.75
11/18/13,0.09,0.64,1.674,1.75
11/19/13,0.09,0.627,1.678,1.754
11/20/13,0.09,0.622,1.674,1.754
11/21/13,0.09,0.636,1.682,1.762
11/22/13,0.09,0.636,1.682,1.762
11/25/13,0.09,0.646,1.7,1.783
11/26/13,0.09,0.626,1.674,1.758
11/27/13,0.09,0.611,1.648,1.733
11/28/13,0.09,0.611,1.652,1.737
11/29/13,0.086,0.611,1.661,1.75
12/2/13,0.08,0.622,1.674,1.763
12/3/13,0.08,0.643,1.687,1.775
12/4/13,0.08,0.642,1.678,1.767
12/5/13,0.08,0.643,1.674,1.763
12/6/13,0.08,0.667,1.7,1.787
12/9/13,0.08,0.653,1.691,1.779
12/10/13,0.08,0.663,1.703,1.784
12/11/13,0.08,0.653,1.716,1.795
12/12/13,0.08,0.653,1.713,1.791
12/13/13,0.08,0.682,1.73,1.805
12/16/13,0.08,0.682,1.734,1.806
12/17/13,0.08,0.66,1.721,1.792
12/18/13,0.08,0.653,1.683,1.755
12/19/13,0.08,0.673,1.688,1.758
12/20/13,0.08,0.678,1.683,1.751
12/24/13,0.08,0.674,1.684,1.751
12/25/13,0.08,0.689,1.688,1.751
12/26/13,0.08,0.707,1.696,1.759
12/27/13,0.08,0.708,1.709,1.767
12/30/13,0.08,0.736,1.726,1.781
1/6/14,0.08,0.725,1.718,1.772
1/7/14,0.08,0.696,1.705,1.759
1/8/14,0.08,0.701,1.699,1.751
1/9/14,0.08,0.696,1.697,1.747
1/10/14,0.08,0.696,1.693,1.75
1/14/14,0.08,0.653,1.67,1.723
1/15/14,0.09,0.662,1.675,1.727
1/16/14,0.09,0.673,1.688,1.739
1/17/14,0.089,0.674,1.701,1.752
1/20/14,0.089,0.664,1.693,1.744
1/21/14,0.088,0.689,1.709,1.76
1/22/14,0.088,0.679,1.701,1.752
1/23/14,0.088,0.661,1.666,1.718
1/24/14,0.087,0.636,1.633,1.685
1/27/14,0.086,0.637,1.638,1.696
1/28/14,0.086,0.631,1.654,1.724
1/29/14,0.086,0.641,1.654,1.723
1/30/14,0.085,0.622,1.64,1.71
1/31/14,0.085,0.627,1.646,1.714
2/3/14,0.084,0.622,1.634,1.702
2/4/14,0.084,0.607,1.612,1.681
2/5/14,0.083,0.603,1.598,1.668
2/6/14,0.083,0.613,1.604,1.675
2/7/14,0.08,0.622,1.633,1.713
2/10/14,0.071,0.609,1.645,1.727
2/12/14,0.071,0.615,1.654,1.735
2/13/14,0.07,0.605,1.638,1.719
2/14/14,0.07,0.595,1.621,1.702
2/17/14,0.07,0.61,1.63,1.711
2/18/14,0.079,0.611,1.634,1.714
2/19/14,0.08,0.612,1.656,1.735
2/20/14,0.08,0.598,1.638,1.719
2/21/14,0.08,0.608,1.656,1.735
2/24/14,0.08,0.603,1.651,1.731
2/25/14,0.08,0.598,1.639,1.711
2/26/14,0.08,0.598,1.642,1.714
2/27/14,0.076,0.599,1.656,1.735
2/28/14,0.076,0.594,1.652,1.728
3/3/14,0.07,0.589,1.635,1.711
3/4/14,0.07,0.593,1.631,1.708
3/5/14,0.07,0.607,1.643,1.719
3/6/14,0.07,0.607,1.661,1.732
3/7/14,0.07,0.617,1.674,1.744
3/10/14,0.062,0.618,1.675,1.744
3/11/14,0.062,0.623,1.683,1.753
3/12/14,0.062,0.623,1.692,1.761
3/13/14,0.06,0.637,1.708,1.778
3/14/14,0.06,0.619,1.7,1.769
3/17/14,0.06,0.619,1.7,1.769
3/18/14,0.051,0.615,1.709,1.778
3/19/14,0.051,0.605,1.692,1.764
3/20/14,0.051,0.595,1.675,1.747
3/24/14,0.052,0.605,1.692,1.765
3/25/14,0.053,0.605,1.691,1.765
3/26/14,0.053,0.626,1.696,1.773
3/27/14,0.053,0.626,1.7,1.78
3/28/14,0.063,0.626,1.696,1.781
3/31/14,0.075,0.641,1.707,1.79
4/1/14,0.075,0.617,1.671,1.754
4/2/14,0.08,0.627,1.679,1.761
4/3/14,0.08,0.642,1.689,1.769
4/4/14,0.08,0.642,1.684,1.765
4/7/14,0.08,0.614,1.671,1.753
4/8/14,0.08,0.619,1.691,1.77
4/9/14,0.08,0.614,1.701,1.778
4/10/14,0.08,0.609,1.697,1.778
4/11/14,0.08,0.605,1.692,1.777
4/14/14,0.08,0.605,1.688,1.774
4/15/14,0.08,0.606,1.688,1.774
4/16/14,0.08,0.611,1.68,1.771
4/17/14,0.08,0.606,1.688,1.774
4/18/14,0.08,0.602,1.683,1.769
4/21/14,0.08,0.607,1.693,1.778
4/22/14,0.08,0.607,1.693,1.781
4/23/14,0.08,0.618,1.701,1.789
4/24/14,0.08,0.618,1.693,1.782
4/25/14,0.08,0.628,1.697,1.786
4/28/14,0.08,0.619,1.697,1.791
4/30/14,0.08,0.623,1.705,1.805
5/1/14,0.08,0.624,1.703,1.799
5/2/14,0.08,0.614,1.706,1.799
5/7/14,0.08,0.606,1.697,1.791
5/8/14,0.08,0.611,1.697,1.791
5/9/14,0.08,0.611,1.703,1.799
5/12/14,0.08,0.616,1.71,1.807
5/13/14,0.08,0.617,1.706,1.808
5/14/14,0.08,0.611,1.702,1.803
5/15/14,0.08,0.602,1.693,1.795
5/16/14,0.08,0.593,1.69,1.797
5/19/14,0.08,0.598,1.69,1.796
5/20/14,0.08,0.599,1.692,1.798
5/21/14,0.08,0.603,1.69,1.798
5/22/14,0.08,0.609,1.695,1.797
5/23/14,0.079,0.6,1.692,1.795
5/26/14,0.079,0.602,1.693,1.796
5/27/14,0.079,0.606,1.693,1.786
5/28/14,0.078,0.598,1.685,1.779
5/29/14,0.078,0.584,1.677,1.77
5/30/14,0.078,0.589,1.685,1.779
6/2/14,0.082,0.598,1.699,1.791
6/3/14,0.082,0.601,1.696,1.784
6/4/14,0.082,0.606,1.704,1.787
6/5/14,0.082,0.612,1.713,1.799
6/6/14,0.082,0.592,1.7,1.787
6/9/14,0.082,0.593,1.704,1.791
6/10/14,0.081,0.589,1.704,1.791
6/11/14,0.081,0.598,1.709,1.795
6/12/14,0.081,0.594,1.693,1.775
6/13/14,0.081,0.599,1.684,1.764
6/16/14,0.08,0.595,1.67,1.744
6/17/14,0.08,0.585,1.666,1.74
6/18/14,0.08,0.59,1.666,1.736
6/19/14,0.08,0.585,1.713,1.783
6/20/14,0.08,0.576,1.708,1.779
6/23/14,0.08,0.582,1.709,1.783
6/24/14,0.08,0.577,1.713,1.791
6/25/14,0.08,0.572,1.704,1.791
6/26/14,0.077,0.567,1.69,1.786
6/27/14,0.07,0.558,1.682,1.779
6/30/14,0.075,0.564,1.688,1.783
7/1/14,0.065,0.554,1.676,1.775
7/2/14,0.07,0.562,1.676,1.772
7/3/14,0.07,0.565,1.683,1.775
7/4/14,0.07,0.565,1.697,1.787
7/7/14,0.07,0.565,1.71,1.799
7/8/14,0.063,0.555,1.701,1.792
7/9/14,0.06,0.546,1.702,1.795
7/10/14,0.062,0.547,1.714,1.811
7/11/14,0.062,0.536,1.71,1.811
7/14/14,0.061,0.542,1.701,1.807
7/15/14,0.06,0.542,1.698,1.807
7/16/14,0.059,0.548,1.698,1.807
7/17/14,0.049,0.537,1.673,1.779
7/18/14,0.049,0.543,1.669,1.775
7/22/14,0.048,0.544,1.682,1.783
7/23/14,0.048,0.54,1.677,1.771
7/24/14,0.048,0.53,1.656,1.752
7/25/14,0.048,0.536,1.664,1.755
7/28/14,0.048,0.531,1.655,1.744
7/29/14,0.048,0.531,1.664,1.752
7/30/14,0.048,0.537,1.672,1.763
7/31/14,0.048,0.542,1.681,1.775
8/1/14,0.048,0.543,1.685,1.784
8/4/14,0.048,0.538,1.691,1.79
8/5/14,0.048,0.529,1.682,1.784
8/6/14,0.048,0.529,1.685,1.787
8/7/14,0.051,0.538,1.693,1.796
8/8/14,0.051,0.519,1.68,1.784
8/11/14,0.051,0.525,1.69,1.787
8/12/14,0.051,0.52,1.672,1.773
8/13/14,0.05,0.52,1.665,1.769
8/14/14,0.05,0.516,1.668,1.776
8/15/14,0.06,0.516,1.673,1.784
8/18/14,0.059,0.511,1.665,1.78
8/19/14,0.059,0.511,1.661,1.776
8/20/14,0.058,0.526,1.665,1.78
8/21/14,0.058,0.541,1.678,1.792
8/22/14,0.058,0.522,1.661,1.78
8/25/14,0.057,0.522,1.648,1.768
8/26/14,0.057,0.512,1.64,1.764
8/27/14,0.056,0.508,1.648,1.772
8/28/14,0.056,0.503,1.641,1.772
8/29/14,0.055,0.508,1.637,1.766
9/1/14,0.054,0.509,1.641,1.77
9/2/14,0.054,0.52,1.653,1.778
9/3/14,0.06,0.52,1.658,1.781
9/4/14,0.06,0.521,1.667,1.786
9/5/14,0.06,0.531,1.671,1.786
9/8/14,0.059,0.521,1.667,1.782
9/9/14,0.06,0.522,1.682,1.794
9/10/14,0.06,0.537,1.686,1.801
9/11/14,0.049,0.561,1.699,1.814
9/12/14,0.049,0.567,1.692,1.806
9/16/14,0.04,0.572,1.7,1.811
9/17/14,0.04,0.548,1.679,1.795
9/18/14,0.032,0.563,1.692,1.806
9/19/14,0.031,0.554,1.696,1.811
9/22/14,0.032,0.535,1.675,1.791
9/24/14,0.033,0.526,1.662,1.779
9/25/14,0.032,0.521,1.65,1.767
9/26/14,0.04,0.517,1.632,1.752
9/29/14,0.06,0.522,1.624,1.747
9/30/14,0.065,0.522,1.62,1.745
10/1/14,0.05,0.527,1.637,1.76
10/2/14,0.04,0.522,1.642,1.763
10/3/14,0.035,0.519,1.65,1.772
10/6/14,0.037,0.519,1.642,1.764
10/7/14,0.03,0.514,1.646,1.766
10/8/14,0.03,0.504,1.642,1.761
10/9/14,0.03,0.49,1.634,1.753
10/10/14,0.03,0.502,1.651,1.773
10/14/14,0.03,0.496,1.651,1.78
10/15/14,0.03,0.49,1.638,1.772
10/16/14,0.03,0.491,1.643,1.784
10/17/14,0.01,0.472,1.634,1.78
10/20/14,0.019,0.492,1.652,1.796
10/21/14,0.018,0.483,1.63,1.776
10/22/14,0.018,0.489,1.625,1.768
10/23/14,0.018,0.484,1.634,1.776
10/24/14,0.01,0.473,1.625,1.768
10/27/14,0.016,0.474,1.63,1.773
10/28/14,0.016,0.465,1.634,1.78
10/29/14,0.015,0.471,1.639,1.784
10/30/14,0.015,0.475,1.658,1.808
10/31/14,0.025,0.466,1.591,1.741
11/4/14,0.013,0.449,1.473,1.624
11/5/14,0.013,0.475,1.53,1.676
11/6/14,0.012,0.476,1.547,1.692
11/7/14,0.012,0.482,1.548,1.693
11/10/14,0.011,0.467,1.525,1.673
11/11/14,0.011,0.492,1.53,1.677
11/12/14,0.021,0.531,1.565,1.709
11/13/14,0.01,0.507,1.525,1.672
11/14/14,0.01,0.486,1.473,1.624
11/17/14,0.009,0.481,1.459,1.599
11/18/14,0.009,0.512,1.499,1.636
11/19/14,0.009,0.484,1.454,1.581
11/20/14,0.009,0.48,1.427,1.546
11/21/14,0.008,0.471,1.459,1.592
11/25/14,0.007,0.461,1.449,1.584
11/26/14,0.01,0.447,1.441,1.572
11/27/14,0.009,0.436,1.428,1.555
11/28/14,0.01,0.431,1.428,1.555
12/1/14,0.01,0.436,1.415,1.538
12/2/14,0.004,0.445,1.415,1.534
12/3/14,0.004,0.426,1.426,1.543
12/4/14,0.004,0.427,1.457,1.572
12/5/14,0.003,0.417,1.457,1.576
12/8/14,0.002,0.433,1.461,1.581
12/9/14,0.002,0.414,1.425,1.543
12/10/14,0.002,0.405,1.391,1.505
12/11/14,0.001,0.405,1.391,1.505
12/12/14,0.001,0.395,1.404,1.514
12/15/14,0,0.376,1.392,1.505
12/16/14,0,0.356,1.387,1.499
12/17/14,-0.001,0.357,1.374,1.493
12/18/14,-0.011,0.348,1.353,1.473
12/19/14,-0.032,0.353,1.343,1.46
12/22/14,-0.032,0.338,1.33,1.442
12/24/14,-0.036,0.334,1.308,1.426
12/25/14,-0.033,0.314,1.277,1.394
12/26/14,-0.034,0.329,1.295,1.41
12/29/14,-0.033,0.324,1.295,1.413
12/30/14,-0.02,0.325,1.269,1.386
1/5/15,-0.017,0.326,1.272,1.392
1/6/15,-0.018,0.289,1.2,1.323
1/7/15,-0.012,0.299,1.191,1.306
1/8/15,-0.013,0.284,1.15,1.26
1/9/15,-0.016,0.279,1.191,1.293
1/13/15,-0.019,0.265,1.164,1.266
1/14/15,-0.02,0.256,1.145,1.248
1/15/15,-0.02,0.25,1.133,1.231
1/16/15,-0.02,0.241,1.13,1.226
1/19/15,-0.021,0.206,1.113,1.218
1/20/15,-0.022,0.221,1.113,1.218
1/21/15,-0.022,0.251,1.145,1.253
1/22/15,-0.014,0.321,1.301,1.409
1/23/15,-0.015,0.244,1.331,1.44
1/26/15,-0.017,0.229,1.331,1.441
1/27/15,-0.008,0.269,1.332,1.445
1/28/15,0.006,0.293,1.309,1.424
1/29/15,0.005,0.293,1.313,1.428
1/30/15,0.009,0.288,1.299,1.415
2/2/15,0.01,0.293,1.295,1.406
2/3/15,0.02,0.363,1.362,1.473
2/4/15,0.019,0.382,1.437,1.541
2/5/15,0.019,0.362,1.372,1.483
2/6/15,0.013,0.343,1.338,1.454
2/9/15,0.012,0.362,1.385,1.5
2/10/15,0.011,0.397,1.424,1.538
2/12/15,0.011,0.398,1.43,1.547
2/13/15,0.01,0.423,1.467,1.583
2/16/15,0.01,0.454,1.536,1.652
2/17/15,0.01,0.399,1.473,1.588
2/18/15,0.01,0.417,1.477,1.593
2/19/15,0.01,0.398,1.43,1.546
2/20/15,0.01,0.393,1.456,1.579
2/23/15,0.012,0.389,1.439,1.567
2/24/15,0.01,0.381,1.422,1.542
2/25/15,0.01,0.347,1.399,1.517
2/26/15,0.01,0.348,1.439,1.558
2/27/15,0.006,0.349,1.434,1.554
3/2/15,0.01,0.354,1.448,1.567
3/3/15,0.01,0.395,1.499,1.616
3/4/15,0.01,0.4,1.506,1.628
3/5/15,0.01,0.395,1.461,1.585
3/6/15,0.01,0.376,1.441,1.571
3/9/15,0.01,0.422,1.49,1.61
3/10/15,0.01,0.462,1.53,1.649
3/11/15,0.01,0.413,1.5,1.62
3/12/15,0.001,0.374,1.47,1.595
3/13/15,0.001,0.408,1.483,1.608
3/16/15,0,0.414,1.47,1.592
3/17/15,0.009,0.41,1.457,1.58
3/18/15,0.009,0.361,1.361,1.484
3/19/15,0.009,0.322,1.281,1.396
3/20/15,0.009,0.322,1.321,1.437
3/23/15,0.008,0.307,1.334,1.451
3/24/15,0.017,0.307,1.296,1.412
3/25/15,0.017,0.328,1.294,1.412
3/26/15,0.02,0.328,1.285,1.404
3/27/15,0.019,0.373,1.383,1.497
3/30/15,0.02,0.368,1.352,1.468
3/31/15,0.03,0.398,1.357,1.464
4/1/15,0.025,0.378,1.365,1.48
4/2/15,0.02,0.339,1.339,1.455
4/3/15,0.02,0.354,1.383,1.501
4/6/15,0.02,0.34,1.392,1.514
4/7/15,0.023,0.36,1.4,1.521
4/8/15,0.023,0.36,1.392,1.514
4/9/15,0.012,0.361,1.398,1.522
4/10/15,0.012,0.341,1.382,1.505
4/13/15,0.001,0.342,1.397,1.522
4/14/15,0,0.327,1.379,1.505
4/15/15,0,0.328,1.362,1.489
4/16/15,0,0.332,1.34,1.468
4/17/15,0.009,0.307,1.309,1.438
4/20/15,0.009,0.313,1.301,1.43
4/21/15,0.008,0.313,1.323,1.442
4/22/15,-0.002,0.309,1.323,1.442
4/23/15,-0.003,0.319,1.331,1.451
4/24/15,-0.013,0.294,1.323,1.443
4/27/15,-0.004,0.31,1.345,1.463
4/28/15,0,0.306,1.349,1.471
4/30/15,0,0.336,1.362,1.484
5/1/15,0,0.37,1.384,1.505
5/7/15,0.01,0.44,1.445,1.562
5/8/15,0.003,0.421,1.446,1.562
5/11/15,0.002,0.402,1.441,1.558
5/12/15,0.001,0.461,1.493,1.606
5/13/15,0.001,0.466,1.503,1.613
5/14/15,0.001,0.457,1.491,1.606
5/15/15,-0.01,0.402,1.438,1.563
5/18/15,-0.001,0.387,1.413,1.538
5/19/15,-0.001,0.393,1.417,1.546
5/20/15,-0.001,0.403,1.447,1.577
5/21/15,-0.002,0.418,1.469,1.598
5/22/15,-0.002,0.423,1.473,1.603
5/25/15,-0.003,0.433,1.477,1.604
5/26/15,-0.003,0.431,1.482,1.603
5/27/15,-0.004,0.4,1.465,1.591
5/28/15,-0.004,0.411,1.497,1.619
5/29/15,0,0.406,1.473,1.595
6/1/15,-0.005,0.412,1.491,1.61
6/2/15,-0.006,0.429,1.491,1.611
6/3/15,-0.002,0.455,1.512,1.63
6/4/15,-0.002,0.484,1.53,1.646
6/5/15,-0.003,0.475,1.532,1.65
6/8/15,-0.005,0.486,1.544,1.661
6/9/15,-0.006,0.443,1.497,1.619
6/10/15,-0.006,0.491,1.501,1.626
6/11/15,-0.007,0.524,1.51,1.634
6/12/15,0.001,0.497,1.51,1.635
6/15/15,0,0.498,1.505,1.632
6/16/15,0,0.493,1.505,1.628
6/17/15,-0.001,0.473,1.497,1.62
6/18/15,0.009,0.434,1.479,1.595
6/19/15,0.008,0.415,1.461,1.579
6/22/15,0.006,0.425,1.44,1.559
6/23/15,0.005,0.465,1.471,1.587
6/24/15,0.007,0.455,1.471,1.588
6/25/15,0.007,0.47,1.48,1.6
6/26/15,0,0.47,1.475,1.596
6/29/15,0,0.437,1.449,1.571
6/30/15,0,0.451,1.449,1.572
7/1/15,0.005,0.471,1.471,1.588
7/2/15,0.005,0.511,1.497,1.608
7/3/15,0.01,0.482,1.484,1.596
7/6/15,0.01,0.462,1.48,1.591
7/7/15,0.003,0.453,1.484,1.596
7/8/15,0.003,0.415,1.44,1.556
7/9/15,0.002,0.448,1.458,1.575
7/10/15,0.002,0.434,1.462,1.58
7/13/15,0.001,0.445,1.48,1.596
7/14/15,0.001,0.46,1.48,1.588
7/15/15,0,0.454,1.467,1.572
7/16/15,0,0.445,1.471,1.58
7/17/15,0.009,0.426,1.468,1.577
7/21/15,0.008,0.423,1.454,1.565
7/22/15,0.008,0.416,1.423,1.541
7/23/15,0.008,0.417,1.419,1.537
7/24/15,0.007,0.412,1.424,1.54
7/27/15,0.006,0.414,1.433,1.548
7/28/15,0.006,0.408,1.428,1.545
7/29/15,0.006,0.409,1.437,1.552
7/30/15,0.006,0.419,1.442,1.557
7/31/15,0.005,0.414,1.433,1.55
8/3/15,0.004,0.42,1.442,1.557
8/4/15,0.004,0.395,1.424,1.541
8/5/15,0.004,0.406,1.437,1.553
8/6/15,0.003,0.43,1.468,1.581
8/7/15,0.003,0.425,1.458,1.573
8/10/15,0.002,0.411,1.451,1.566
8/11/15,0.002,0.407,1.455,1.569
8/12/15,0.001,0.367,1.424,1.542
